"title","review","stars","productname","platform"
"Very bad application design, poor concept.","This app is not worth a dime, it’s slow to connect, data doesn’t refresh, need to load the app from 2 to 3 times to get updated information. I personally would never pay 10 / month for this. Toyota should give it free until they fix it and provide more features. Why pay 10 to unlock / lock doors, check battery percentage and remote start.","1.00",TOYOTA,IOS
"","The tire sensor doesn't show up on the app. No trip history appears. other than that, it's a good app!","3.00",TOYOTA,ANDROID
"","This app isnt compatiable with my Samsung note 10 anymore so. However, if I rarely used it becuase it would not start my car or unlock sometimes. It does lag or simply just dont work. It would be nice if app would allow you to turn on heat or air conditioning before you get in in winter months especially to defrost windshield.","1.00",LEXUS,ANDROID
Great app for car controls,"Works great overall. 
2 issues 
1) why cant it stay logged in like other apps or at least quickly use face to log in
2) difficult to use the scheduling the turning on car and getting temperatures inside","4.00",LEXUS,IOS
"",Great option,"5.00",LEXUS,ANDROID
Payment option,Please update the payment option in the app,"5.00",TOYOTA,IOS
Car Play Connection Issue,"I have 2025 Camry and every time I remote start my car, it disconnects from CarPlay. Then I have to go into my car settings and manually connect to it. An update needs to be made to fix this issue to keep it connected.  
Another issue I have with the the app is that everyone I start my car I receive a pop up notification on my phone asking me to allow or ignore connection to the Toyota app. Doesn’t matter what you select, it still connects. Notification is insanely annoying and isn’t necessary.","3.00",TOYOTA,IOS
Update is STILL not accessible (10-31-24),"The App had been very useful since picking up the 2024 RX450h+ a year ago at Longo Lexus. However, starting a few days ago (around 10/5/24), when clicking on the App, it directed me to update. When clicking “update,” I was redirected to being asked again to “update” — an endless loop. FIX THIS — PLEASE! (From Albuquerque in the amazing RX450h+ PHEV)","1.00",LEXUS,IOS
"",awesome,"5.00",TOYOTA,ANDROID
Awesome,I love it,"5.00",TOYOTA,IOS
"",Pretty cool features. I can lock my car when I forget. really enjoying all the perks.,"5.00",TOYOTA,ANDROID
Héctor Garcia,Is so convenient save me more that a couple of times when I went to my car and I forgot the keys also the message about doors open had saved me from leaving my car open.  Which for a digital key when I can use my phenomenal as a key to drive,"5.00",TOYOTA,IOS
"","The app sucks. You'd think with the money they have, they could make a functional app. Terrible","1.00",TOYOTA,ANDROID
"",I'm Loving it!!!,"5.00",TOYOTA,ANDROID
"",GREAT APP .... it's easy to navigate you can pay your car note with this app and you can do just about anything that has something to do with your Toyota,"5.00",TOYOTA,ANDROID
"",muy buena,"5.00",TOYOTA,ANDROID
Toyota app,"I’d prefer a remote starter on my fob. Can’t control temp, can’t control time? Why not be able to set it to start at a certain time. Half the time it signs me out and I have to get a code to sign back in. Not optimal when you just wanna start your truck.","2.00",TOYOTA,IOS
"","Très pratique, facile à utiliser, bien efficace, merci bien.","5.00",TOYOTA,ANDROID
"",awesome,"5.00",TOYOTA,ANDROID
"",This toyota app gives you a piece of mind wherever you are confident that your vehicle are locked remotely incase you forgot to use your electronic car keys. it's awesome.,"5.00",TOYOTA,ANDROID
"",The app stopped being compatible with my device. Worked for about a year and now won't update anymore and therefore won't open.,"1.00",TOYOTA,ANDROID
It’s okay,It would be better if I could view internal temperature and control the HVAC.,"4.00",TOYOTA,IOS
Simple and effective,"Toyota app is Fantastic, simple and effective. I love it when I forgot to lock the doors and then I can do it, while resting on my couch.","5.00",TOYOTA,IOS
"",lexus app is good and wish it has still more features to offer on the next update.,"4.00",LEXUS,ANDROID
Great app!,"Remote ignition…remote window and door lock and unlock… heat up the car or cool
It off just before you get in to drive to your destination…all the comforts needed…","5.00",TOYOTA,IOS
Low security,"Ideally I would like to have more vehicle security than user convenience. 
I would like to disable the car remotely. Something like press Disable then emergency code (for theft). The car should stop running and alarm would start. 
My current situation was my car (Lexus) was stolen. Them I call the police try inform Lexus but I need the police report number so the location service could start. The police arrived about 1.5 hours. By then they had cut all power …
Other condition is the location that can be updated after a few hours!
Here in Ontario/Quebec car theft is rampant. The app should have a Security tab with emergency power to run for a few hours at least.","3.00",TOYOTA,IOS
"",Does not work for me not worth it worked for one month after that called customer care they couldn't understand they couldn't fix it so I canceled my subscription.,"1.00",TOYOTA,ANDROID
Logs me out like once a day even if I click keep me signed in,See the title. This is ridiculous and leads to me actually losing time trying to remote my car rather than just walk out and push the button.,"2.00",TOYOTA,IOS
"",great for when you forget to lock the doors and don't want to go back and check!,"5.00",TOYOTA,ANDROID
"",Super service,"5.00",TOYOTA,ANDROID
Find section doesn’t work,"The destination section doesn’t work to set your home address. I get it’s not a bmw or merc, but I feel it’s still a fundamental to have a full functional app.","4.00",TOYOTA,IOS
Needs a Widget,"Love the App wish it had a widget so I could start my car from the Lock Screen, please hopefully on an update","4.00",TOYOTA,IOS
Unstable Bluetooth,My phone keeps losing Bluetooth connection while the vehicle is moving,"3.00",TOYOTA,IOS
Missing features,"So the app allows some nice features but missing is the ability to set heat/a/c function and temperature. There is an optional setting for opening windows and sunroof however , there is no feature to close them so , if you leave the windows or sunroof open and it rains , you have to come down and close them manually . When there is a sudden storm that's a problem. I'm sure it's a safety issue but it that can be worked  around .","3.00",TOYOTA,IOS
"",Our NX450H and it's app are great.,"5.00",LEXUS,ANDROID
"",awesome app and amazing vehicle I love my new Tacoma!!!!!,"5.00",TOYOTA,ANDROID
"",excelente,"5.00",TOYOTA,ANDROID
Good,This is very convenient！,"5.00",LEXUS,IOS
"",could use some more information,"4.00",TOYOTA,ANDROID
Good going Toyota,"As always, I am very impressed by the toyota product. I am always impressed by the dealership where I purchased my Toyota and now the app is a wonderful accessory to making the Toyota experience all that more compelling wonderful job toyota and all involved to be a customer.","5.00",TOYOTA,IOS
"",Great app. I can check my NX status for just about everything.,"5.00",LEXUS,ANDROID
"",Great app. Responsive and secure,"5.00",TOYOTA,ANDROID
"",VERY NICE,"5.00",TOYOTA,ANDROID
Slow and predatory,Slowest app on earth takes forever to update car status or to send an actual start signal. Pricing is predatory and keeps going up every year. Could purchase a stand alone remote start system that would pay for itself after 2 years of Toyota’s pricing.  Also Toyota sells your data while charging you to do so.,"1.00",TOYOTA,IOS
Perfect,It’s so easy makes life so much better.,"5.00",TOYOTA,IOS
"","what I like best about Toyota connect is the ability to check status of the 4Runner from anywhere, and if doors are unlocked I can lock them from my phone.","5.00",TOYOTA,ANDROID
"",Great benefit to start the vehicle from my office or house during bad weather conditions.,"5.00",TOYOTA,ANDROID
Trash,Does not work for my 2019 Highlander I understand technology changes but sheesh allow vehicle within 5 year range to work with the app,"1.00",TOYOTA,IOS
Park Place Lexus is the BEST!,"I purchased my brand new Lexus GX460 almost 3 years ago. I am a “preferred” customer! I am treated like royalty by my service consultant Brantly! He is always personable, professional and does an excellent job! Over the years, he has helped me move my granddaughter’s car seat (complicated), watermelons, shopping packages, etc. (lol) into my loaner. I have owned a Lexus since 2003 and the great service throughout the years keeps me coming back!","5.00",LEXUS,IOS
"",I like being able to start my car a let it warm up before I go out.,"5.00",LEXUS,ANDROID
"",It does what it is supposed to do.,"5.00",TOYOTA,ANDROID
"",it's great,"5.00",TOYOTA,ANDROID
"","The Lexus app is very good, with helpful information at your finger tip.","5.00",LEXUS,ANDROID
"","The Toyota App doesn't allow the scheduling of the climate control. I follow the steps as I use to before and hit the blue check and it goes back to add again, but doesn't create the schedule.","1.00",TOYOTA,ANDROID
"",it's great!,"4.00",LEXUS,ANDROID
Good App,Much improved and easy to use.,"5.00",LEXUS,IOS
"",Love my car,"5.00",TOYOTA,ANDROID
"",Need more features Like control temperature and window roll over etc,"3.00",TOYOTA,ANDROID
"Great product, but expensive for what it is!",Great product but price is a little high for what it does,"5.00",TOYOTA,IOS
"",Easy to use :),"5.00",TOYOTA,ANDROID
"","It is VERY HARD to have two drivers with the same rights. The manual is worthless about it, and the phone support is clueless. Do BETTER, Toyota!","3.00",TOYOTA,ANDROID
"",it's very helpfull,"5.00",TOYOTA,ANDROID
Fairly useful tool when it works.,"This product is a work in progress.  It has many useful features but it is mostly intermittent as to which features are functioning at any given time.  For example 
1. Most mornings it does not know it is daylight and the screen displays in night mode for the first 10 to 20 minutes of the drive.
2. In the mornings it goes through an update process and does not display the GPS screen until that is accomplished.  This has sometimes taken over 30 minutes and I have been forced to use my smartphone gps for driving directions.
3. The Recently uses Addresses does not display directions for many hours. It says it is off the map and the display appears to show we are near India somewhere in the Indian Ocean. What gives?  
4.  And we are paying 15/month for this Toyota experiment.","3.00",TOYOTA,IOS
